No,프로젝트,D/P&BOM 코드,D/P&BOM 내역,설계기능,도면종류,협력사,직영책임부서,작업 출도계획,작업 출도실적,일정 차이,일정 준수 여부
645,P2,DPBOM000000492,의장,F1,D8,자체 진행,D1,2022-02-25,2022-02-08,-17,False
646,P2,DPBOM000000493,공작,F2,D4,D5,D3,2022-10-31,2022-10-18,-13,False
647,P2,DPBOM000000494,철의장,F2,D5,D5,D3,2022-01-06,2022-01-03,-3,False
648,P2,DPBOM000000495,가공,F2,D2,D5,D3,2022-07-12,2022-06-20,-22,False
649,P2,DPBOM000001100,도장,F1,D1,자체 진행,D1,2022-05-01,2022-04-26,-5,False
650,P2,DPBOM000001101,가공,F2,D2,D5,D3,2023-02-22,2023-02-10,-12,False
651,P2,DPBOM000001102,가공,F4,D7,자체 진행,D3,2022-10-18,2022-10-16,-2,False
652,P2,DPBOM000000498,의장,F1,D8,자체 진행,D1,2022-11-26,2022-10-31,-26,False
653,P2,DPBOM000001103,공작,F2,D4,D5,D3,2022-03-21,2022-03-25,4,True
654,P2,DPBOM000000499,철의장,F2,D5,D5,D3,2023-11-16,2023-10-30,-17,False
655,P2,DPBOM000001104,가공,F2,D2,D5,D3,2022-09-24,2022-10-27,33,True
656,P2,DPBOM000001105,도장,F1,D1,자체 진행,D1,2023-10-16,2023-09-29,-17,False
657,P2,DPBOM000001106,가공,F2,D2,D5,D3,2023-01-27,2023-01-21,-6,False
658,P2,DPBOM000001107,가공,F4,D7,자체 진행,D3,2021-12-27,2021-12-06,-21,False
659,P2,DPBOM000000500,의장,F1,D8,자체 진행,D1,2024-02-28,2024-02-16,-12,False
660,P2,DPBOM000001108,공작,F2,D4,D5,D3,2023-02-27,2023-02-19,-8,False
661,P2,DPBOM000000501,철의장,F2,D5,D5,D3,2021-09-08,2021-08-25,-14,False
662,P2,DPBOM000001109,가공,F2,D2,D5,D3,2022-08-28,2022-08-11,-17,False
663,P2,DPBOM000001110,도장,F1,D1,자체 진행,D1,2023-08-16,2023-08-04,-12,False
664,P2,DPBOM000001111,가공,F2,D2,D5,D3,2021-09-23,2021-09-01,-22,False
665,P2,DPBOM000001112,가공,F4,D7,자체 진행,D3,2021-11-30,2021-11-15,-15,False
666,P2,DPBOM000000502,의장,F1,D8,자체 진행,D1,2024-02-09,2024-02-07,-2,False
667,P2,DPBOM000001113,공작,F2,D4,D5,D3,2021-10-12,2021-09-18,-24,False
668,P2,DPBOM000000503,철의장,F2,D5,D5,D3,2022-01-03,2021-12-18,-16,False
669,P2,DPBOM000001114,가공,F2,D2,D5,D3,2023-11-12,2023-11-07,-5,False
670,P2,DPBOM000001115,도장,F1,D1,자체 진행,D1,2021-09-26,2021-09-04,-22,False
671,P2,DPBOM000001116,가공,F2,D2,D5,D3,2023-10-20,2023-09-27,-23,False
672,P2,DPBOM000001117,가공,F4,D7,자체 진행,D3,2023-01-16,2022-12-27,-20,False
673,P2,DPBOM000000504,의장,F1,D8,자체 진행,D1,2023-01-22,2022-12-26,-27,False
674,P2,DPBOM000001118,공작,F2,D4,D5,D3,2024-04-18,2024-03-26,-23,False
675,P2,DPBOM000000505,철의장,F2,D5,D5,D3,2024-05-05,2024-04-19,-16,False
676,P2,DPBOM000001119,가공,F2,D2,D5,D3,2023-12-01,2023-11-24,-7,False
677,P2,DPBOM000001120,도장,F1,D1,자체 진행,D1,2023-05-19,2023-05-18,-1,False
678,P2,DPBOM000001121,가공,F2,D2,D5,D3,2023-06-30,2023-06-14,-16,False
679,P2,DPBOM000001122,가공,F4,D7,자체 진행,D3,2024-06-21,2024-06-07,-14,False
680,P2,DPBOM000000506,의장,F1,D8,자체 진행,D1,2024-08-28,2024-08-23,-5,False
681,P2,DPBOM000001123,공작,F2,D4,D5,D3,2023-03-20,2023-03-17,-3,False
682,P2,DPBOM000000507,철의장,F2,D5,D5,D3,2024-04-18,2024-04-09,-9,False
683,P2,DPBOM000001124,가공,F2,D2,D5,D3,2024-07-22,2024-06-29,-23,False
684,P2,DPBOM000001125,도장,F1,D1,자체 진행,D1,2021-12-21,2021-12-20,-1,False
685,P2,DPBOM000001126,가공,F2,D2,D5,D3,2023-11-05,2023-10-07,-29,False
686,P2,DPBOM000001127,가공,F4,D7,자체 진행,D3,2023-05-26,2023-05-06,-20,False
687,P2,DPBOM000000508,의장,F1,D8,자체 진행,D1,2024-08-24,2024-08-18,-6,False
688,P2,DPBOM000001128,공작,F2,D4,D5,D3,2022-03-16,2022-02-20,-24,False
689,P2,DPBOM000000509,철의장,F2,D5,D5,D3,2023-01-14,2023-02-02,19,True
690,P2,DPBOM000001129,가공,F2,D2,D5,D3,2024-08-26,2024-08-20,-6,False
691,P2,DPBOM000001130,도장,F1,D1,자체 진행,D1,2023-07-20,2023-06-23,-27,False
692,P2,DPBOM000001131,가공,F2,D2,D5,D3,2023-12-08,2023-11-22,-16,False
693,P2,DPBOM000001132,가공,F4,D7,자체 진행,D3,2024-03-08,2024-02-21,-16,False
694,P2,DPBOM000000510,의장,F1,D8,자체 진행,D1,2023-02-22,2023-02-18,-4,False
695,P2,DPBOM000001133,공작,F2,D4,D5,D3,2023-12-31,2024-02-20,51,True
696,P2,DPBOM000000511,철의장,F2,D5,D5,D3,2024-01-21,2023-12-26,-26,False
697,P2,DPBOM000001134,가공,F2,D2,D5,D3,2022-12-03,2022-11-18,-15,False
698,P2,DPBOM000001135,도장,F1,D1,자체 진행,D1,2024-02-28,2024-01-30,-29,False
699,P2,DPBOM000001136,가공,F2,D2,D5,D3,2023-02-08,2023-01-13,-26,False
700,P2,DPBOM000001137,가공,F4,D7,자체 진행,D3,2022-09-28,2022-08-30,-29,False
701,P2,DPBOM000000512,의장,F1,D8,자체 진행,D1,2022-08-24,2022-08-18,-6,False
702,P2,DPBOM000001138,공작,F2,D4,D5,D3,2024-02-26,2024-02-14,-12,False
703,P2,DPBOM000000513,철의장,F2,D5,D5,D3,2023-12-11,2023-11-19,-22,False
704,P2,DPBOM000001139,가공,F2,D2,D5,D3,2022-01-20,2022-01-19,-1,False
705,P2,DPBOM000001140,도장,F1,D1,자체 진행,D1,2023-12-31,2023-12-17,-14,False
706,P2,DPBOM000000521,가공,F2,D2,D5,D3,2022-05-19,2022-05-12,-7,False
707,P2,DPBOM000000522,족장,F3,D3,자체 진행,D4,2022-10-19,2022-10-17,-2,False
708,P2,DPBOM000000523,공작,F2,D4,D5,D3,2024-03-21,2024-02-21,-29,False
709,P2,DPBOM000000524,철의장,F2,D5,D5,D3,2022-03-16,2022-02-16,-28,False
710,P2,DPBOM000001141,가공,F2,D2,D5,D3,2022-10-06,2022-09-30,-6,False
711,P2,DPBOM000001142,도장,F1,D1,자체 진행,D1,2022-09-07,2022-08-28,-10,False
712,P2,DPBOM000000525,가공,F2,D2,D5,D3,2023-10-26,2023-10-14,-12,False
713,P2,DPBOM000000526,족장,F3,D3,자체 진행,D4,2021-11-30,2021-11-29,-1,False
714,P2,DPBOM000000527,공작,F2,D4,D5,D3,2022-11-10,2022-11-07,-3,False
715,P2,DPBOM000000528,철의장,F2,D5,D5,D3,2022-01-04,2022-01-02,-2,False
716,P2,DPBOM000001143,도장,F1,D1,자체 진행,D1,2022-07-21,2022-07-20,-1,False
717,P2,DPBOM000000529,가공,F2,D2,D5,D3,2024-05-13,2024-04-21,-22,False
718,P2,DPBOM000000530,족장,F3,D3,자체 진행,D4,2024-08-11,2024-07-19,-23,False
719,P2,DPBOM000000531,공작,F2,D4,D5,D3,2023-02-04,2023-01-23,-12,False
720,P2,DPBOM000000532,철의장,F2,D5,D5,D3,2022-10-28,2022-10-27,-1,False
721,P2,DPBOM000000533,가공,F2,D2,D5,D3,2024-06-09,2024-05-30,-10,False
722,P2,DPBOM000001144,도장,F1,D1,자체 진행,D1,2022-01-03,2021-12-15,-19,False
723,P2,DPBOM000000534,가공,F2,D2,D5,D3,2022-06-23,2022-05-31,-23,False
724,P2,DPBOM000000535,족장,F3,D3,자체 진행,D4,2021-11-27,2021-11-22,-5,False
725,P2,DPBOM000000536,공작,F2,D4,D5,D3,2022-05-19,2022-04-21,-28,False
726,P2,DPBOM000000537,철의장,F2,D5,D5,D3,2023-03-24,2023-02-23,-29,False
727,P2,DPBOM000001145,도장,F1,D1,자체 진행,D1,2022-09-09,2022-09-06,-3,False
728,P2,DPBOM000000538,가공,F2,D2,D5,D3,2024-07-05,2024-06-18,-17,False
729,P2,DPBOM000000539,족장,F3,D3,자체 진행,D4,2023-12-02,2023-11-28,-4,False
730,P2,DPBOM000000540,공작,F2,D4,D5,D3,2023-03-14,2023-03-06,-8,False
731,P2,DPBOM000000541,철의장,F2,D5,D5,D3,2022-08-31,2022-08-04,-27,False
732,P2,DPBOM000000542,가공,F2,D2,D5,D3,2024-03-04,2024-02-07,-26,False
733,P2,DPBOM000001146,도장,F1,D1,자체 진행,D1,2023-12-15,2023-12-05,-10,False
734,P2,DPBOM000000543,가공,F2,D2,D5,D3,2023-02-20,2023-02-09,-11,False
735,P2,DPBOM000000544,족장,F3,D3,자체 진행,D4,2024-02-28,2024-02-27,-1,False
736,P2,DPBOM000000545,공작,F2,D4,D5,D3,2024-03-24,2024-02-28,-25,False
737,P2,DPBOM000000546,철의장,F2,D5,D5,D3,2023-06-28,2023-06-23,-5,False
738,P2,DPBOM000001147,도장,F1,D1,자체 진행,D1,2023-03-18,2023-02-23,-23,False
739,P2,DPBOM000000547,가공,F2,D2,D5,D3,2023-12-21,2023-12-18,-3,False
740,P2,DPBOM000000548,족장,F3,D3,자체 진행,D4,2021-09-26,2021-09-16,-10,False
741,P2,DPBOM000000549,공작,F2,D4,D5,D3,2024-03-11,2024-02-12,-28,False
742,P2,DPBOM000000550,철의장,F2,D5,D5,D3,2023-08-11,2023-07-14,-28,False
743,P2,DPBOM000000551,가공,F2,D2,D5,D3,2023-04-03,2023-03-21,-13,False
744,P2,DPBOM000001148,도장,F1,D1,자체 진행,D1,2022-02-07,2022-01-11,-27,False
745,P2,DPBOM000000552,가공,F2,D2,D5,D3,2024-04-12,2024-04-06,-6,False
746,P2,DPBOM000000553,족장,F3,D3,자체 진행,D4,2022-12-31,2022-12-20,-11,False
747,P2,DPBOM000000554,공작,F2,D4,D5,D3,2024-02-20,2024-01-31,-20,False
748,P2,DPBOM000000555,철의장,F2,D5,D5,D3,2024-03-29,2024-03-19,-10,False
749,P2,DPBOM000001149,도장,F1,D1,자체 진행,D1,2023-07-26,2023-07-24,-2,False
750,P2,DPBOM000000556,가공,F2,D2,D5,D3,2023-05-20,2023-05-04,-16,False
751,P2,DPBOM000000557,족장,F3,D3,자체 진행,D4,2023-06-17,2023-06-02,-15,False
752,P2,DPBOM000000558,공작,F2,D4,D5,D3,2022-07-17,2022-07-03,-14,False
753,P2,DPBOM000000560,가공,F2,D2,D5,D3,2022-08-25,2022-08-21,-4,False
754,P2,DPBOM000001150,도장,F1,D1,자체 진행,D1,2022-08-14,2022-08-02,-12,False
755,P2,DPBOM000000561,가공,F2,D2,D5,D3,2023-08-18,2023-07-20,-29,False
756,P2,DPBOM000000562,족장,F3,D3,자체 진행,D4,2022-10-13,2022-10-03,-10,False
757,P2,DPBOM000000563,공작,F2,D4,D5,D3,2022-07-02,2022-06-17,-15,False
758,P2,DPBOM000001151,도장,F1,D1,자체 진행,D1,2023-04-09,2023-03-26,-14,False
759,P2,DPBOM000000565,가공,F2,D2,D5,D3,2024-07-30,2024-07-21,-9,False
760,P2,DPBOM000000566,족장,F3,D3,자체 진행,D4,2023-08-26,2023-08-09,-17,False
761,P2,DPBOM000000567,공작,F2,D4,D5,D3,2024-07-26,2024-07-07,-19,False
762,P2,DPBOM000000568,철의장,F2,D5,D5,D3,2024-05-19,2024-05-05,-14,False
763,P2,DPBOM000000569,가공,F2,D2,D5,D3,2022-05-19,2022-05-12,-7,False
764,P2,DPBOM000001152,도장,F1,D1,자체 진행,D1,2022-11-22,2022-11-10,-12,False
765,P2,DPBOM000000570,가공,F2,D2,D5,D3,2023-10-29,2023-10-05,-24,False
766,P2,DPBOM000000571,족장,F3,D3,자체 진행,D4,2021-09-21,2021-09-19,-2,False
767,P2,DPBOM000000572,공작,F2,D4,D5,D3,2021-09-28,2021-09-08,-20,False
768,P2,DPBOM000000573,철의장,F2,D5,D5,D3,2024-05-30,2024-05-06,-24,False
769,P2,DPBOM000001153,도장,F1,D1,자체 진행,D1,2022-12-18,2022-12-14,-4,False
770,P2,DPBOM000000575,가공,F6,D2,D5,D3,2022-01-11,2021-12-22,-20,False
771,P2,DPBOM000000576,공작,F6,D4,D5,D3,2022-12-19,2022-12-12,-7,False
772,P2,DPBOM000000577,철의장,F7,D5,자체 진행,D3,2022-04-29,2022-04-22,-7,False
773,P2,DPBOM000000578,철의장,F6,D5,D5,D3,2024-04-24,2024-04-10,-14,False
774,P2,DPBOM000001154,가공,F6,D2,D5,D3,2023-10-13,2023-10-08,-5,False
775,P2,DPBOM000001155,공작,F6,D4,D5,D3,2023-02-06,2023-01-10,-27,False
776,P2,DPBOM000000579,철의장,F7,D5,자체 진행,D3,2023-09-29,2023-09-28,-1,False
777,P2,DPBOM000001156,철의장,F6,D5,D5,D3,2021-12-17,2021-12-08,-9,False
778,P2,DPBOM000001157,가공,F6,D2,D5,D3,2021-11-22,2021-11-06,-16,False
779,P2,DPBOM000001158,공작,F6,D4,D5,D3,2023-11-19,2023-11-10,-9,False
780,P2,DPBOM000000580,철의장,F7,D5,자체 진행,D3,2023-08-08,2023-08-01,-7,False
781,P2,DPBOM000001159,철의장,F6,D5,D5,D3,2022-07-28,2022-06-29,-29,False
782,P2,DPBOM000001160,가공,F6,D2,D5,D3,2023-04-22,2023-03-29,-24,False
783,P2,DPBOM000001161,공작,F6,D4,D5,D3,2023-03-29,2023-03-21,-8,False
784,P2,DPBOM000000581,철의장,F7,D5,자체 진행,D3,2022-02-18,2022-02-09,-9,False
785,P2,DPBOM000001162,철의장,F6,D5,D5,D3,2024-07-23,2024-07-17,-6,False
786,P2,DPBOM000001163,도장,F1,D1,자체 진행,D1,2022-03-01,2022-02-26,-3,False
787,P2,DPBOM000000582,가공,F6,D2,D5,D3,2023-10-31,2023-10-17,-14,False
788,P2,DPBOM000000583,공작,F6,D4,D5,D3,2022-09-27,2022-09-21,-6,False
789,P2,DPBOM000000584,철의장,F7,D5,자체 진행,D3,2023-12-22,2023-11-28,-24,False
790,P2,DPBOM000000585,철의장,F6,D5,D5,D3,2024-03-25,2024-03-11,-14,False
791,P2,DPBOM000000586,철의장,F7,D5,자체 진행,D3,2023-09-28,2023-09-14,-14,False
792,P2,DPBOM000001164,가공,F6,D2,D5,D3,2023-02-23,2023-01-26,-28,False
793,P2,DPBOM000001165,공작,F6,D4,D5,D3,2021-10-15,2021-09-27,-18,False
794,P2,DPBOM000001166,철의장,F7,D5,자체 진행,D3,2021-09-06,2021-09-05,-1,False
795,P2,DPBOM000001167,철의장,F6,D5,D5,D3,2022-06-05,2022-05-20,-16,False
796,P2,DPBOM000001168,철의장,F7,D5,자체 진행,D3,2023-03-15,2023-03-11,-4,False
797,P2,DPBOM000001169,도장,F1,D1,자체 진행,D1,2022-04-06,2022-03-18,-19,False
798,P2,DPBOM000000587,가공,F6,D2,D5,D3,2024-02-13,2024-02-01,-12,False
799,P2,DPBOM000000588,공작,F6,D4,D5,D3,2023-06-30,2023-06-04,-26,False
800,P2,DPBOM000000589,철의장,F7,D5,자체 진행,D3,2022-06-19,2022-05-21,-29,False
801,P2,DPBOM000000590,철의장,F6,D5,D5,D3,2023-02-24,2023-02-22,-2,False
802,P2,DPBOM000001170,가공,F6,D2,D5,D3,2021-09-09,2021-09-08,-1,False
803,P2,DPBOM000001171,공작,F6,D4,D5,D3,2023-11-05,2023-10-29,-7,False
804,P2,DPBOM000001172,철의장,F7,D5,자체 진행,D3,2022-09-05,2022-09-04,-1,False
805,P2,DPBOM000001173,철의장,F6,D5,D5,D3,2023-09-27,2023-09-20,-7,False
806,P2,DPBOM000001174,도장,F1,D1,자체 진행,D1,2022-04-07,2022-03-15,-23,False
807,P2,DPBOM000000591,가공,F6,D2,D5,D3,2024-06-06,2024-05-24,-13,False
808,P2,DPBOM000000592,공작,F6,D4,D5,D3,2023-03-20,2023-02-26,-22,False
809,P2,DPBOM000000593,철의장,F7,D5,자체 진행,D3,2022-12-08,2022-11-19,-19,False
810,P2,DPBOM000000594,철의장,F6,D5,D5,D3,2021-10-27,2021-10-25,-2,False
811,P2,DPBOM000001175,도장,F1,D1,자체 진행,D1,2022-10-27,2022-10-12,-15,False
812,P2,DPBOM000000595,가공,F6,D2,D5,D3,2022-09-25,2022-09-21,-4,False
813,P2,DPBOM000000596,공작,F6,D4,D5,D3,2023-07-14,2023-07-07,-7,False
814,P2,DPBOM000000597,철의장,F7,D5,자체 진행,D3,2023-11-03,2023-10-22,-12,False
815,P2,DPBOM000000598,철의장,F6,D5,D5,D3,2024-01-06,2023-12-24,-13,False
816,P2,DPBOM000001176,도장,F1,D1,자체 진행,D1,2022-07-16,2022-06-23,-23,False
817,P2,DPBOM000001177,가공,F6,D2,자체 진행,D3,2024-06-07,2024-05-14,-24,False
818,P2,DPBOM000001178,공작,F6,D4,자체 진행,D3,2024-08-06,2024-07-27,-10,False
819,P2,DPBOM000001179,철의장,F7,D5,자체 진행,D3,2022-01-11,2021-12-21,-21,False
820,P2,DPBOM000001180,철의장,F6,D5,자체 진행,D3,2021-10-11,2021-09-16,-25,False
821,P2,DPBOM000001181,도장,F1,D1,자체 진행,D1,2022-04-30,2022-04-28,-2,False
822,P2,DPBOM000001182,가공,F6,D2,D5,D3,2022-11-08,2022-10-31,-8,False
823,P2,DPBOM000001183,공작,F6,D4,D5,D3,2022-12-13,2022-11-17,-26,False
824,P2,DPBOM000001184,철의장,F7,D5,자체 진행,D3,2023-09-12,2023-08-24,-19,False
825,P2,DPBOM000001185,철의장,F6,D5,D5,D3,2022-07-04,2022-06-06,-28,False
826,P2,DPBOM000001186,도장,F1,D1,자체 진행,D1,2023-05-17,2023-05-11,-6,False
827,P2,DPBOM000000599,가공,F6,D2,자체 진행,D3,2023-03-01,2023-02-05,-24,False
828,P2,DPBOM000001187,족장,F3,D3,자체 진행,D4,2024-02-05,2024-01-16,-20,False
829,P2,DPBOM000000600,공작,F6,D4,자체 진행,D3,2023-12-29,2023-11-30,-29,False
830,P2,DPBOM000000601,철의장,F7,D5,자체 진행,D3,2023-08-08,2023-07-11,-28,False
831,P2,DPBOM000000602,철의장,F6,D5,자체 진행,D3,2022-09-14,2022-08-24,-21,False
832,P2,DPBOM000001188,가공,F6,D2,자체 진행,D3,2023-01-03,2022-12-13,-21,False
833,P2,DPBOM000001189,도장,F1,D1,자체 진행,D1,2023-12-22,2023-12-03,-19,False
834,P2,DPBOM000001190,가공,F6,D2,D5,D3,2022-02-23,2022-01-25,-29,False
835,P2,DPBOM000001191,공작,F6,D4,D5,D3,2022-08-11,2022-08-07,-4,False
836,P2,DPBOM000000603,철의장,F7,D5,자체 진행,D3,2023-01-25,2023-01-07,-18,False
837,P2,DPBOM000001192,철의장,F6,D5,D5,D3,2023-02-07,2023-01-20,-18,False
838,P2,DPBOM000001193,도장,F1,D1,자체 진행,D1,2021-12-30,2021-12-04,-26,False
839,P2,DPBOM000000613,가공,F2,D2,자체 진행,D3,2023-04-20,2023-04-06,-14,False
840,P2,DPBOM000000614,족장,F3,D3,자체 진행,D4,2024-03-02,2024-02-09,-22,False
841,P2,DPBOM000000615,재마킹,F4,D6,자체 진행,D3,2022-03-28,2022-03-10,-18,False
843,P2,DPBOM000000616,가공,F4,D7,자체 진행,D3,2023-11-19,2023-11-07,-12,False
844,P2,DPBOM000000617,의장,F1,D8,자체 진행,D1,2024-05-13,2024-04-24,-19,False
845,P2,DPBOM000000618,공작,F2,D4,자체 진행,D3,2022-03-31,2022-03-15,-16,False
846,P2,DPBOM000000619,철의장,F2,D5,자체 진행,D3,2022-11-07,2022-11-05,-2,False
847,P2,DPBOM000000620,가공,F2,D2,자체 진행,D3,2024-08-27,2024-08-04,-23,False
848,P2,DPBOM000001195,가공,F2,D2,자체 진행,D3,2022-08-11,2022-07-19,-23,False
849,P2,DPBOM000001196,가공,F2,D2,자체 진행,D3,2022-05-20,2022-05-10,-10,False
850,P2,DPBOM000001197,가공,F2,D2,자체 진행,D3,2023-11-28,2023-11-17,-11,False
851,P2,DPBOM000001198,가공,F2,D2,D5,D3,2022-10-18,2022-09-25,-23,False
852,P2,DPBOM000001199,도장,F1,D1,자체 진행,D1,2021-12-08,2021-11-20,-18,False
853,P2,DPBOM000000621,가공,F2,D2,자체 진행,D3,2021-09-01,2021-08-05,-27,False
854,P2,DPBOM000000622,족장,F3,D3,자체 진행,D4,2021-10-11,2021-10-06,-5,False
855,P2,DPBOM000000624,가공,F4,D7,자체 진행,D3,2023-06-30,2023-06-18,-12,False
856,P2,DPBOM000000625,의장,F1,D8,자체 진행,D1,2021-11-04,2021-10-14,-21,False
857,P2,DPBOM000000626,공작,F2,D4,자체 진행,D3,2023-05-08,2023-04-29,-9,False
858,P2,DPBOM000000627,철의장,F2,D5,자체 진행,D3,2024-04-06,2024-03-21,-16,False
859,P2,DPBOM000000628,가공,F2,D2,자체 진행,D3,2021-11-04,2021-10-31,-4,False
860,P2,DPBOM000001200,가공,F2,D2,자체 진행,D3,2024-08-29,2024-08-26,-3,False
861,P2,DPBOM000001201,도장,F1,D1,자체 진행,D1,2023-06-06,2023-05-14,-23,False
862,P2,DPBOM000000629,가공,F2,D2,D5,D3,2023-10-17,2023-10-16,-1,False
863,P2,DPBOM000000630,족장,F3,D3,자체 진행,D4,2022-07-07,2022-06-14,-23,False
864,P2,DPBOM000000631,가공,F4,D7,자체 진행,D3,2021-10-26,2021-10-16,-10,False
865,P2,DPBOM000000632,의장,F1,D8,자체 진행,D1,2023-02-28,2023-02-08,-20,False
866,P2,DPBOM000000633,공작,F2,D4,D5,D3,2023-11-17,2023-10-19,-29,False
867,P2,DPBOM000000634,철의장,F2,D5,D5,D3,2023-03-30,2023-03-19,-11,False
868,P2,DPBOM000000635,가공,F2,D2,D5,D3,2024-06-27,2024-06-26,-1,False
869,P2,DPBOM000000636,가공,F2,D2,D5,D3,2023-03-28,2023-03-12,-16,False
870,P2,DPBOM000000638,가공,F2,D2,D5,D3,2023-06-26,2023-06-23,-3,False
871,P2,DPBOM000001202,도장,F1,D1,자체 진행,D1,2022-08-28,2022-08-11,-17,False
872,P2,DPBOM000000640,가공,F2,D2,D5,D3,2022-12-09,2022-12-03,-6,False
873,P2,DPBOM000000641,족장,F3,D3,자체 진행,D4,2022-06-11,2022-06-07,-4,False
874,P2,DPBOM000000642,가공,F4,D7,자체 진행,D3,2023-01-31,2023-01-17,-14,False
875,P2,DPBOM000000643,의장,F1,D8,자체 진행,D1,2023-01-10,2023-01-09,-1,False
876,P2,DPBOM000000644,공작,F2,D4,D5,D3,2022-07-05,2022-06-26,-9,False
877,P2,DPBOM000000645,철의장,F2,D5,D5,D3,2024-03-12,2024-02-28,-13,False
878,P2,DPBOM000000646,가공,F2,D2,D5,D3,2022-02-12,2022-02-11,-1,False
879,P2,DPBOM000000647,가공,F2,D2,D5,D3,2021-09-28,2021-09-17,-11,False
880,P2,DPBOM000001203,도장,F1,D1,자체 진행,D1,2023-12-29,2023-12-15,-14,False
881,P2,DPBOM000000650,가공,F2,D2,자체 진행,D3,2023-02-05,2023-01-25,-11,False
882,P2,DPBOM000000651,족장,F3,D3,자체 진행,D4,2022-02-12,2022-01-30,-13,False
883,P2,DPBOM000000652,가공,F4,D7,자체 진행,D3,2024-08-21,2024-09-07,17,True
884,P2,DPBOM000000653,의장,F1,D8,자체 진행,D1,2023-12-24,2023-12-21,-3,False
885,P2,DPBOM000000654,공작,F2,D4,자체 진행,D3,2023-04-07,2023-03-22,-16,False
886,P2,DPBOM000000655,철의장,F2,D5,자체 진행,D3,2022-02-11,2022-01-18,-24,False
887,P2,DPBOM000000656,가공,F2,D2,자체 진행,D3,2023-08-23,2023-07-31,-23,False
888,P2,DPBOM000000657,가공,F2,D2,자체 진행,D3,2021-12-10,2021-11-16,-24,False
889,P2,DPBOM000001204,도장,F1,D1,자체 진행,D1,2024-08-12,2024-07-18,-25,False
890,P2,DPBOM000000663,가공,F2,D2,자체 진행,D3,2024-03-09,2024-02-09,-29,False
891,P2,DPBOM000000664,족장,F3,D3,자체 진행,D4,2021-11-26,2021-11-19,-7,False
892,P2,DPBOM000000665,가공,F4,D7,자체 진행,D3,2023-08-18,2023-08-10,-8,False
893,P2,DPBOM000000666,의장,F1,D8,자체 진행,D1,2023-07-19,2023-06-21,-28,False
894,P2,DPBOM000000667,공작,F2,D4,자체 진행,D3,2021-09-12,2021-08-18,-25,False
895,P2,DPBOM000000668,철의장,F2,D5,자체 진행,D3,2021-10-07,2021-09-30,-7,False
896,P2,DPBOM000000669,가공,F2,D2,자체 진행,D3,2023-10-11,2023-09-18,-23,False
897,P2,DPBOM000001205,도장,F1,D1,자체 진행,D1,2024-03-12,2024-02-24,-17,False
898,P2,DPBOM000000675,가공,F2,D2,D5,D3,2022-06-09,2022-06-08,-1,False
899,P2,DPBOM000000676,족장,F3,D3,자체 진행,D4,2022-12-10,2022-11-15,-25,False
900,P2,DPBOM000000677,가공,F4,D7,자체 진행,D3,2022-01-27,2022-01-11,-16,False
901,P2,DPBOM000000678,의장,F1,D8,자체 진행,D1,2022-03-18,2022-02-23,-23,False
902,P2,DPBOM000000679,공작,F2,D4,D5,D3,2023-03-22,2023-03-16,-6,False
903,P2,DPBOM000000680,철의장,F2,D5,D5,D3,2023-02-28,2023-02-11,-17,False
904,P2,DPBOM000000681,가공,F2,D2,D5,D3,2023-05-20,2023-05-15,-5,False
905,P2,DPBOM000000682,가공,F2,D2,D5,D3,2023-05-03,2023-04-16,-17,False
906,P2,DPBOM000000684,가공,F2,D2,D5,D3,2024-03-23,2024-03-02,-21,False
907,P2,DPBOM000001206,도장,F1,D1,자체 진행,D1,2022-07-20,2022-07-09,-11,False
908,P2,DPBOM000000688,가공,F2,D2,D5,D3,2023-04-21,2023-03-30,-22,False
909,P2,DPBOM000000689,족장,F3,D3,자체 진행,D4,2023-10-03,2023-09-07,-26,False
910,P2,DPBOM000000690,가공,F4,D7,자체 진행,D3,2021-09-09,2021-08-23,-17,False
911,P2,DPBOM000000691,의장,F1,D8,자체 진행,D1,2024-08-21,2024-07-30,-22,False
912,P2,DPBOM000000692,공작,F2,D4,D5,D3,2024-04-04,2024-04-01,-3,False
913,P2,DPBOM000000693,철의장,F2,D5,D5,D3,2024-08-24,2024-08-06,-18,False
914,P2,DPBOM000000694,가공,F2,D2,D5,D3,2021-12-25,2021-12-05,-20,False
915,P2,DPBOM000000695,가공,F2,D2,D5,D3,2023-02-16,2023-02-08,-8,False
916,P2,DPBOM000001207,도장,F1,D1,자체 진행,D1,2023-10-16,2023-09-22,-24,False
917,P2,DPBOM000000700,가공,F2,D2,D5,D3,2021-12-30,2021-12-28,-2,False
918,P2,DPBOM000000701,족장,F3,D3,자체 진행,D4,2023-05-19,2023-05-01,-18,False
919,P2,DPBOM000000702,가공,F4,D7,자체 진행,D3,2022-01-25,2022-01-13,-12,False
920,P2,DPBOM000000703,의장,F1,D8,자체 진행,D1,2023-04-05,2023-03-12,-24,False
921,P2,DPBOM000000704,공작,F2,D4,D5,D3,2022-06-03,2022-05-19,-15,False
922,P2,DPBOM000000705,철의장,F2,D5,D5,D3,2022-11-27,2022-11-05,-22,False
923,P2,DPBOM000000706,가공,F2,D2,D5,D3,2023-05-06,2023-04-21,-15,False
924,P2,DPBOM000000707,가공,F2,D2,D5,D3,2024-07-17,2024-06-18,-29,False
925,P2,DPBOM000000709,가공,F2,D2,D5,D3,2023-12-10,2023-12-01,-9,False
