No,D/P&BOM 코드,D/P&BOM 내역,설계기능,협력사,직영책임부서,최종 출도가능일자,출도실적,일정 차이,일정 준수 여부
177,DPBOM000006451,의장(설치),F5,D1,D7,2022-06-29,2022-06-21,-8,False
178,DPBOM000002710,의장(설치),F2,자체 진행,D4,2023-02-02,2023-01-05,-28,False
179,DPBOM000001810,의장(설치),F1,자체 진행,D3,2023-03-28,2023-03-21,-7,False
180,DPBOM000001812,의장(설치),F1,자체 진행,D3,2023-10-18,2023-10-13,-5,False
181,DPBOM000001813,의장(설치),F1,자체 진행,D3,2022-04-15,2022-03-28,-18,False
182,DPBOM000001762,철의장,F1,자체 진행,D3,2023-04-12,2023-03-26,-17,False
183,DPBOM000001814,의장(설치),F1,자체 진행,D3,2023-01-21,2023-01-02,-19,False
184,DPBOM000001815,의장(설치),F1,자체 진행,D3,2024-03-09,2024-02-16,-22,False
185,DPBOM000001816,의장(설치),F1,자체 진행,D3,2022-10-21,2022-10-11,-10,False
186,DPBOM000001817,의장(설치),F1,자체 진행,D3,2022-11-12,2022-11-07,-5,False
187,DPBOM000006461,의장(설치),F5,자체 진행,D7,2023-01-09,2023-01-02,-7,False
188,DPBOM000006462,의장(설치),F5,D1,D7,2022-01-14,2021-12-26,-19,False
189,DPBOM000006463,철의장,F5,D1,D7,2021-10-14,2021-10-08,-6,False
190,DPBOM000006464,의장(설치),F1,자체 진행,D3,2022-08-10,2022-07-16,-25,False
191,DPBOM000001818,의장(설치),F1,자체 진행,D3,2022-07-02,2022-06-04,-28,False
192,DPBOM000001770,철의장,F1,자체 진행,D3,2022-09-20,2022-09-14,-6,False
193,DPBOM000006467,의장(설치),F1,자체 진행,D3,2022-12-05,2022-12-31,26,True
194,DPBOM000006468,의장(설치),F1,자체 진행,D3,2021-09-29,2021-09-28,-1,False
195,DPBOM000006469,의장(설치),F1,자체 진행,D3,2021-09-09,2021-08-11,-29,False
196,DPBOM000003110,의장(설치),F5,자체 진행,D7,2023-01-26,2023-01-01,-25,False
197,DPBOM000003114,의장(설치),F5,D1,D7,2021-09-18,2021-09-04,-14,False
198,DPBOM000003115,철의장,F5,D1,D7,2023-01-08,2022-12-17,-22,False
199,DPBOM000003124,의장(설치),F1,자체 진행,D3,2021-12-29,2021-12-21,-8,False
200,DPBOM000006474,의장,F1,자체 진행,D3,2022-05-29,2022-05-13,-16,False
201,DPBOM000003136,의장(설치),F1,자체 진행,D3,2022-12-27,2022-12-08,-19,False
202,DPBOM000003137,의장(설치),F1,자체 진행,D3,2022-07-28,2022-07-09,-19,False
203,DPBOM000001819,의장(설치),F1,자체 진행,D3,2024-01-15,2023-12-19,-27,False
204,DPBOM000003139,철의장,F1,자체 진행,D3,2023-12-15,2023-12-10,-5,False
205,DPBOM000006479,의장(설치),F5,자체 진행,D7,2023-05-07,2023-04-29,-8,False
206,DPBOM000003149,의장(설치),F5,D1,D7,2024-02-19,2024-02-13,-6,False
207,DPBOM000003150,철의장,F5,D1,D7,2023-02-15,2023-02-06,-9,False
208,DPBOM000003152,의장(설치),F1,자체 진행,D3,2024-07-23,2024-07-04,-19,False
209,DPBOM000002324,의장(설치),F6,자체 진행,D8,2022-12-20,2022-11-22,-28,False
210,DPBOM000006484,의장(설치),F6,자체 진행,D8,2023-07-19,2023-06-20,-29,False
211,DPBOM000006485,의장(설치),F6,자체 진행,D8,2023-12-24,2023-12-12,-12,False
212,DPBOM000002737,의장(설치),F6,자체 진행,D8,2023-07-08,2023-06-13,-25,False
213,DPBOM000002716,의장(설치),F6,자체 진행,D8,2023-11-23,2023-11-01,-22,False
214,DPBOM000002326,의장(설치),F6,자체 진행,D8,2023-12-24,2023-11-29,-25,False
215,DPBOM000002723,의장(설치),F6,자체 진행,D8,2023-12-31,2023-12-13,-18,False
216,DPBOM000003160,의장(설치),F6,자체 진행,D8,2023-07-24,2023-07-02,-22,False
217,DPBOM000003161,의장(설치),F6,자체 진행,D8,2024-08-25,2024-08-18,-7,False
218,DPBOM000002769,의장(설치),F6,자체 진행,D8,2022-09-20,2022-08-26,-25,False
219,DPBOM000006493,의장(설치),F6,자체 진행,D8,2022-08-25,2022-08-22,-3,False
220,DPBOM000002773,의장(설치),F6,자체 진행,D8,2024-07-27,2024-07-15,-12,False
221,DPBOM000002771,의장(설치),F6,자체 진행,D8,2022-08-11,2022-07-13,-29,False
222,DPBOM000006496,의장(설치),F6,자체 진행,D8,2021-10-26,2021-10-09,-17,False
223,DPBOM000002738,의장(설치),F6,자체 진행,D8,2021-09-21,2021-09-08,-13,False
224,DPBOM000002739,의장(설치),F6,자체 진행,D8,2024-03-21,2024-02-26,-24,False
225,DPBOM000002740,의장(설치),F6,자체 진행,D8,2023-09-08,2023-08-12,-27,False
226,DPBOM000002741,의장(설치),F6,자체 진행,D8,2023-03-17,2023-02-23,-22,False
227,DPBOM000006501,의장(설치),F6,자체 진행,D8,2024-02-17,2024-01-28,-20,False
228,DPBOM000002742,의장(설치),F6,자체 진행,D8,2022-03-17,2022-02-27,-18,False
229,DPBOM000002333,의장(설치),F6,자체 진행,D8,2023-03-05,2023-03-02,-3,False
230,DPBOM000006504,의장(설치),F5,자체 진행,D7,2023-12-25,2023-11-27,-28,False
231,DPBOM000002701,의장(설치),F5,자체 진행,D7,2023-12-19,2024-02-10,53,True
232,DPBOM000006506,철의장,F5,자체 진행,D7,2022-05-30,2022-05-24,-6,False
233,DPBOM000001201,의장(설치),F9,D1,D8,2022-03-13,2022-03-08,-5,False
234,DPBOM000000846,제작,F9,D1,D8,2023-01-01,2022-12-27,-5,False
235,DPBOM000000847,Supp 제작,F9,D1,D8,2022-11-21,2022-11-20,-1,False
236,DPBOM000000848,철의장,F9,D1,D8,2023-05-25,2023-05-11,-14,False
237,DPBOM000002336,의장(설치),F1,자체 진행,D3,2024-07-16,2024-07-08,-8,False
238,DPBOM000003177,의장(설치),F9,D1,D8,2024-02-12,2024-02-04,-8,False
239,DPBOM000002702,의장(설치),F6,자체 진행,D8,2022-09-29,2022-11-10,42,True
240,DPBOM000002714,의장(설치),F1,자체 진행,D3,2022-10-08,2022-09-29,-9,False
241,DPBOM000003180,철의장,F1,자체 진행,D3,2022-03-09,2022-02-21,-16,False
242,DPBOM000006516,의장(설치),F1,자체 진행,D3,2022-01-08,2021-12-26,-13,False
243,DPBOM000003181,의장(설치),F9,D1,D8,2024-01-14,2023-12-25,-20,False
244,DPBOM000002338,의장(설치),F6,자체 진행,D8,2022-09-01,2022-08-31,-1,False
245,DPBOM000002339,의장(설치),F6,자체 진행,D8,2023-04-10,2023-04-02,-8,False
246,DPBOM000002340,의장(설치),F1,자체 진행,D3,2022-04-08,2022-03-29,-10,False
247,DPBOM000002341,의장(설치),F6,자체 진행,D8,2021-10-17,2021-10-14,-3,False
248,DPBOM000001823,의장(설치),F9,D1,D8,2022-08-26,2022-08-25,-1,False
249,DPBOM000001774,철의장,F9,D1,D8,2022-02-16,2022-01-27,-20,False
250,DPBOM000002343,의장(설치),F6,자체 진행,D8,2023-03-16,2023-02-20,-24,False
251,DPBOM000002230,의장(설치),F6,자체 진행,D8,2023-04-10,2023-03-25,-16,False
252,DPBOM000006526,의장(설치),F6,자체 진행,D8,2023-11-18,2023-11-06,-12,False
253,DPBOM000003192,의장(설치),F6,자체 진행,D8,2022-11-15,2022-10-27,-19,False
254,DPBOM000002743,의장(설치),F6,자체 진행,D8,2022-02-23,2022-02-09,-14,False
255,DPBOM000002717,의장(설치),F6,자체 진행,D8,2024-07-18,2024-06-29,-19,False
256,DPBOM000002724,의장(설치),F6,자체 진행,D8,2022-12-06,2022-11-17,-19,False
257,DPBOM000002725,의장(설치),F6,자체 진행,D8,2022-08-10,2022-08-03,-7,False
258,DPBOM000003200,의장(설치),F6,자체 진행,D8,2024-07-11,2024-06-12,-29,False
259,DPBOM000002726,의장(설치),F6,자체 진행,D8,2024-03-09,2024-03-06,-3,False
260,DPBOM000002345,의장(설치),F6,자체 진행,D8,2022-08-16,2022-07-20,-27,False
261,DPBOM000002770,의장(설치),F6,자체 진행,D8,2021-11-26,2021-11-19,-7,False
262,DPBOM000002346,의장(설치),F6,자체 진행,D8,2023-05-19,2023-04-25,-24,False
263,DPBOM000002347,의장(설치),F6,자체 진행,D8,2023-06-08,2023-05-26,-13,False
264,DPBOM000006538,의장(설치),F6,자체 진행,D8,2022-11-01,2022-10-10,-22,False
265,DPBOM000002348,의장(설치),F6,자체 진행,D8,2022-03-22,2022-03-08,-14,False
266,DPBOM000002350,의장(설치),F6,자체 진행,D8,2024-08-15,2024-07-21,-25,False
267,DPBOM000000852,목의,F6,자체 진행,D8,2023-04-14,2023-04-07,-7,False
268,DPBOM000006542,의장(설치),F6,자체 진행,D8,2023-10-26,2023-09-27,-29,False
269,DPBOM000002662,의장(설치),F6,자체 진행,D8,2021-09-29,2021-09-23,-6,False
270,DPBOM000006544,의장(설치),F6,자체 진행,D8,2023-08-22,2023-07-28,-25,False
271,DPBOM000000853,목의,F6,자체 진행,D8,2023-01-27,2023-01-13,-14,False
272,DPBOM000002744,의장(설치),F6,자체 진행,D8,2021-09-15,2021-08-20,-26,False
273,DPBOM000006547,의장(설치),F6,자체 진행,D8,2023-07-19,2023-07-02,-17,False
274,DPBOM000002746,의장(설치),F6,자체 진행,D8,2024-07-23,2024-07-08,-15,False
275,DPBOM000002351,의장(설치),F6,자체 진행,D8,2022-04-28,2022-04-11,-17,False
276,DPBOM000003214,의장(설치),F5,자체 진행,D7,2023-09-25,2023-09-02,-23,False
277,DPBOM000006551,의장(설치),F5,자체 진행,D7,2023-05-24,2023-05-10,-14,False
278,DPBOM000006552,의장(설치),F8,자체 진행,D5,2021-10-21,2021-10-08,-13,False
279,DPBOM000002352,의장(설치),F5,자체 진행,D7,2023-09-12,2023-09-08,-4,False
280,DPBOM000006554,의장(설치),F5,자체 진행,D7,2022-03-10,2022-03-03,-7,False
281,DPBOM000000854,철의장,F5,자체 진행,D7,2021-12-18,2021-11-21,-27,False
282,DPBOM000006556,철의장,F5,자체 진행,D7,2021-11-12,2021-10-28,-15,False
283,DPBOM000006557,의장(설치),F5,자체 진행,D7,2021-11-22,2021-11-03,-19,False
284,DPBOM000006558,철의장,F5,자체 진행,D7,2023-01-22,2023-01-18,-4,False
285,DPBOM000001205,의장(설치),F9,D1,D8,2022-01-06,2022-01-25,19,True
286,DPBOM000000856,제작,F9,D1,D8,2023-04-23,2023-04-19,-4,False
287,DPBOM000000857,Supp 제작,F9,D1,D8,2024-05-25,2024-05-20,-5,False
288,DPBOM000000858,철의장,F9,D1,D8,2023-04-14,2023-03-29,-16,False
289,DPBOM000001206,의장(설치),F9,D1,D8,2023-10-02,2023-09-30,-2,False
290,DPBOM000002353,의장(설치),F6,자체 진행,D8,2022-01-11,2021-12-24,-18,False
291,DPBOM000002354,의장(설치),F6,자체 진행,D8,2022-06-18,2022-06-09,-9,False
292,DPBOM000002355,의장(설치),F1,자체 진행,D3,2022-09-13,2022-09-04,-9,False
293,DPBOM000002356,의장(설치),F6,자체 진행,D8,2024-01-01,2023-12-18,-14,False
294,DPBOM000003233,철의장,F6,자체 진행,D8,2022-05-31,2022-05-27,-4,False
295,DPBOM000000862,철의장,F6,자체 진행,D8,2021-09-11,2021-08-28,-14,False
296,DPBOM000000863,철의장,F1,자체 진행,D3,2023-12-03,2023-11-12,-21,False
297,DPBOM000002658,의장(설치),F6,자체 진행,D8,2023-08-08,2023-07-12,-27,False
298,DPBOM000002357,의장(설치),F6,자체 진행,D8,2023-10-06,2023-10-05,-1,False
299,DPBOM000002358,의장(설치),F6,자체 진행,D8,2022-03-17,2022-02-16,-29,False
300,DPBOM000002359,의장(설치),F6,자체 진행,D8,2024-08-01,2024-07-09,-23,False
301,DPBOM000001208,의장(설치),F9,D1,D8,2023-12-28,2023-12-13,-15,False
302,DPBOM000000864,철의장,F9,D1,D8,2024-04-28,2024-04-25,-3,False
303,DPBOM000001209,의장(설치),F9,D1,D8,2022-07-06,2022-07-05,-1,False
304,DPBOM000000865,철의장,F9,D1,D8,2022-10-21,2022-09-30,-21,False
305,DPBOM000002402,의장(설치),F6,자체 진행,D8,2022-05-30,2022-05-04,-26,False
306,DPBOM000002404,의장(설치),F6,자체 진행,D8,2023-04-19,2023-04-14,-5,False
307,DPBOM000002278,의장(설치),F6,자체 진행,D8,2023-06-22,2023-07-07,15,True
308,DPBOM000000872,목의,F6,자체 진행,D8,2023-03-01,2023-02-21,-8,False
309,DPBOM000002405,의장(설치),F6,자체 진행,D8,2022-07-15,2022-06-29,-16,False
310,DPBOM000002406,의장(설치),F6,자체 진행,D8,2021-10-11,2021-09-30,-11,False
311,DPBOM000002408,의장(설치),F6,자체 진행,D8,2024-06-06,2024-05-23,-14,False
312,DPBOM000002410,의장(설치),F6,자체 진행,D8,2022-08-14,2022-07-25,-20,False
313,DPBOM000002411,의장(설치),F6,자체 진행,D8,2023-02-19,2023-01-24,-26,False
314,DPBOM000006588,의장(설치),F6,자체 진행,D8,2023-11-04,2023-11-03,-1,False
315,DPBOM000002412,의장(설치),F6,자체 진행,D8,2024-02-27,2024-02-02,-25,False
316,DPBOM000002414,의장(설치),F6,자체 진행,D8,2022-08-12,2022-08-09,-3,False
317,DPBOM000000873,목의,F6,자체 진행,D8,2024-05-01,2024-04-20,-11,False
318,DPBOM000003270,의장(설치),F5,자체 진행,D7,2023-09-20,2023-08-27,-24,False
319,DPBOM000006593,의장(설치),F5,자체 진행,D7,2023-02-06,2023-01-18,-19,False
320,DPBOM000002416,의장(설치),F5,자체 진행,D7,2023-09-16,2023-08-28,-19,False
321,DPBOM000006595,의장(설치),F5,자체 진행,D7,2023-03-19,2023-02-23,-24,False
322,DPBOM000000874,철의장,F5,자체 진행,D7,2022-07-27,2022-07-15,-12,False
323,DPBOM000006597,의장(설치),F5,자체 진행,D7,2023-04-26,2023-04-18,-8,False
324,DPBOM000006598,철의장,F5,자체 진행,D7,2022-04-22,2022-04-11,-11,False
325,DPBOM000001212,의장(설치),F9,자체 진행,D8,2023-09-24,2023-09-09,-15,False
326,DPBOM000000875,제작,F9,자체 진행,D8,2022-08-27,2022-08-17,-10,False
327,DPBOM000002419,의장(설치),F6,자체 진행,D8,2022-09-19,2022-09-13,-6,False
328,DPBOM000002420,의장(설치),F6,자체 진행,D8,2022-06-18,2022-06-19,1,True
329,DPBOM000006603,의장(설치),F1,자체 진행,D3,2023-12-05,2023-11-08,-27,False
330,DPBOM000002421,의장(설치),F6,자체 진행,D8,2024-02-01,2024-01-20,-12,False
331,DPBOM000003283,철의장,F6,자체 진행,D8,2022-06-10,2022-06-08,-2,False
332,DPBOM000000881,철의장,F6,자체 진행,D8,2021-11-09,2021-10-17,-23,False
333,DPBOM000006607,철의장,F1,자체 진행,D3,2024-05-16,2024-05-04,-12,False
334,DPBOM000002423,의장(설치),F6,자체 진행,D8,2024-01-04,2023-12-31,-4,False
335,DPBOM000002424,의장(설치),F6,자체 진행,D8,2022-06-21,2022-06-01,-20,False
336,DPBOM000002425,의장(설치),F6,자체 진행,D8,2023-10-03,2023-09-10,-23,False
337,DPBOM000001283,의장(설치),F9,자체 진행,D8,2022-07-22,2022-07-20,-2,False
338,DPBOM000001198,철의장,F9,자체 진행,D8,2023-12-01,2023-11-17,-14,False
339,DPBOM000002440,의장(설치),F6,자체 진행,D8,2024-08-13,2024-07-27,-17,False
340,DPBOM000002442,의장(설치),F6,자체 진행,D8,2022-05-17,2022-04-24,-23,False
341,DPBOM000002300,의장(설치),F6,자체 진행,D8,2021-11-17,2021-11-12,-5,False
342,DPBOM000006616,목의,F6,자체 진행,D8,2021-11-16,2021-11-04,-12,False
343,DPBOM000002443,의장(설치),F6,자체 진행,D8,2023-12-31,2023-12-22,-9,False
344,DPBOM000002444,의장(설치),F6,자체 진행,D8,2021-10-12,2021-09-24,-18,False
345,DPBOM000002446,의장(설치),F6,자체 진행,D8,2023-11-03,2023-10-27,-7,False
346,DPBOM000002448,의장(설치),F6,자체 진행,D8,2024-07-18,2024-06-21,-27,False
347,DPBOM000002489,의장(설치),F6,자체 진행,D8,2022-12-20,2022-12-19,-1,False
348,DPBOM000006622,의장(설치),F6,자체 진행,D8,2023-01-07,2022-12-16,-22,False
349,DPBOM000002449,의장(설치),F6,자체 진행,D8,2022-04-16,2022-03-27,-20,False
350,DPBOM000002450,의장(설치),F6,자체 진행,D8,2024-03-20,2024-03-13,-7,False
351,DPBOM000000882,목의,F6,자체 진행,D8,2024-05-26,2024-05-08,-18,False
352,DPBOM000003313,의장(설치),F5,자체 진행,D7,2021-12-03,2021-11-30,-3,False
353,DPBOM000006627,의장(설치),F5,자체 진행,D7,2024-01-12,2023-12-31,-12,False
354,DPBOM000002453,의장(설치),F5,자체 진행,D7,2022-05-30,2022-05-18,-12,False
355,DPBOM000006629,의장(설치),F5,자체 진행,D7,2024-08-28,2024-08-11,-17,False
356,DPBOM000006630,철의장,F5,자체 진행,D7,2023-12-15,2023-12-08,-7,False
357,DPBOM000006631,의장(설치),F5,자체 진행,D7,2024-06-17,2024-05-28,-20,False
358,DPBOM000006632,철의장,F5,자체 진행,D7,2021-11-18,2021-11-07,-11,False
359,DPBOM000001214,의장(설치),F9,D1,D8,2024-08-07,2024-07-19,-19,False
360,DPBOM000000883,제작,F9,D1,D8,2021-09-29,2021-09-04,-25,False
361,DPBOM000000884,Supp 제작,F9,D1,D8,2024-05-21,2024-05-15,-6,False
362,DPBOM000000885,철의장,F9,D1,D8,2023-01-24,2023-01-20,-4,False
363,DPBOM000002456,의장(설치),F6,자체 진행,D8,2022-03-24,2022-05-08,45,True
364,DPBOM000002457,의장(설치),F6,자체 진행,D8,2022-07-29,2022-07-23,-6,False
365,DPBOM000006639,의장(설치),F1,자체 진행,D3,2022-02-05,2022-01-07,-29,False
366,DPBOM000002491,의장(설치),F6,자체 진행,D8,2022-10-11,2022-10-02,-9,False
367,DPBOM000003325,철의장,F6,자체 진행,D8,2021-09-16,2021-08-29,-18,False
368,DPBOM000000889,철의장,F6,자체 진행,D8,2024-06-27,2024-06-06,-21,False
369,DPBOM000006643,철의장,F1,자체 진행,D3,2023-03-11,2023-02-12,-27,False
370,DPBOM000002459,의장(설치),F6,자체 진행,D8,2023-04-14,2023-04-03,-11,False
371,DPBOM000002460,의장(설치),F6,자체 진행,D8,2024-08-15,2024-08-12,-3,False
372,DPBOM000002492,의장(설치),F6,자체 진행,D8,2024-05-20,2024-05-12,-8,False
373,DPBOM000001324,의장(설치),F9,D1,D8,2022-12-20,2022-11-27,-23,False
374,DPBOM000001260,철의장,F9,D1,D8,2022-06-28,2022-06-21,-7,False
375,DPBOM000002493,의장(설치),F6,자체 진행,D8,2021-10-31,2021-10-28,-3,False
376,DPBOM000002495,의장(설치),F6,자체 진행,D8,2021-10-10,2021-09-12,-28,False
377,DPBOM000002313,의장(설치),F6,자체 진행,D8,2022-11-01,2022-10-27,-5,False
378,DPBOM000000890,목의,F6,자체 진행,D8,2022-09-17,2022-09-07,-10,False
379,DPBOM000002496,의장(설치),F6,자체 진행,D8,2023-01-01,2022-12-13,-19,False
380,DPBOM000002497,의장(설치),F6,자체 진행,D8,2022-10-26,2022-10-24,-2,False
381,DPBOM000002499,의장(설치),F6,자체 진행,D8,2024-08-05,2024-07-29,-7,False
382,DPBOM000002501,의장(설치),F6,자체 진행,D8,2022-06-29,2022-06-08,-21,False
383,DPBOM000002544,의장(설치),F6,자체 진행,D8,2023-12-14,2023-12-11,-3,False
384,DPBOM000006658,의장(설치),F6,자체 진행,D8,2022-07-03,2022-06-19,-14,False
385,DPBOM000002502,의장(설치),F6,자체 진행,D8,2024-02-22,2024-02-16,-6,False
386,DPBOM000002503,의장(설치),F6,자체 진행,D8,2022-01-30,2022-01-18,-12,False
387,DPBOM000000891,목의,F6,자체 진행,D8,2022-10-28,2022-10-20,-8,False
388,DPBOM000003355,의장(설치),F5,자체 진행,D7,2023-10-02,2023-09-25,-7,False
389,DPBOM000006663,의장(설치),F5,자체 진행,D7,2023-11-16,2023-12-18,32,True
390,DPBOM000002506,의장(설치),F5,자체 진행,D7,2022-09-03,2022-08-18,-16,False
391,DPBOM000006665,의장(설치),F5,자체 진행,D7,2022-12-07,2022-11-25,-12,False
392,DPBOM000006666,철의장,F5,자체 진행,D7,2024-07-13,2024-07-11,-2,False
393,DPBOM000006667,의장(설치),F5,자체 진행,D7,2022-07-27,2022-07-08,-19,False
394,DPBOM000006668,철의장,F5,자체 진행,D7,2021-12-21,2021-11-28,-23,False
395,DPBOM000002509,의장(설치),F9,D1,D8,2021-10-08,2021-11-21,44,True
396,DPBOM000000892,제작,F9,D1,D8,2024-05-24,2024-05-17,-7,False
397,DPBOM000000893,Supp 제작,F9,D1,D8,2022-12-10,2022-12-03,-7,False
398,DPBOM000000894,철의장,F9,D1,D8,2022-05-28,2022-07-10,43,True
399,DPBOM000002511,의장(설치),F6,자체 진행,D8,2024-06-16,2024-05-23,-24,False
400,DPBOM000002512,의장(설치),F6,자체 진행,D8,2022-01-28,2022-01-07,-21,False
401,DPBOM000002546,의장(설치),F6,자체 진행,D8,2024-06-03,2024-05-07,-27,False
402,DPBOM000003368,철의장,F6,자체 진행,D8,2023-01-22,2023-01-13,-9,False
403,DPBOM000000898,철의장,F6,자체 진행,D8,2021-09-20,2021-09-16,-4,False
404,DPBOM000002514,의장(설치),F6,자체 진행,D8,2022-10-29,2022-10-03,-26,False
405,DPBOM000002515,의장(설치),F6,자체 진행,D8,2024-01-11,2023-12-24,-18,False
406,DPBOM000002547,의장(설치),F6,자체 진행,D8,2023-12-08,2023-11-12,-26,False
407,DPBOM000002516,의장(설치),F9,D1,D8,2022-01-14,2022-01-09,-5,False
408,DPBOM000001261,철의장,F9,D1,D8,2023-06-23,2023-06-04,-19,False
409,DPBOM000003377,의장(설치),F6,자체 진행,D8,2022-02-17,2022-02-16,-1,False
410,DPBOM000003379,의장(설치),F6,자체 진행,D8,2021-09-06,2021-09-05,-1,False
411,DPBOM000003380,의장(설치),F6,자체 진행,D8,2022-05-12,2022-05-28,16,True
412,DPBOM000006686,목의,F6,자체 진행,D8,2022-02-05,2022-01-26,-10,False
413,DPBOM000003382,의장(설치),F6,자체 진행,D8,2023-10-13,2023-09-17,-26,False
414,DPBOM000003383,의장(설치),F6,자체 진행,D8,2021-10-25,2021-10-10,-15,False
415,DPBOM000003387,의장(설치),F6,자체 진행,D8,2024-04-01,2024-03-14,-18,False
416,DPBOM000003389,의장(설치),F6,자체 진행,D8,2021-09-07,2021-08-19,-19,False
417,DPBOM000003390,의장(설치),F6,자체 진행,D8,2024-01-04,2023-12-21,-14,False
418,DPBOM000006692,의장(설치),F6,자체 진행,D8,2024-08-13,2024-07-23,-21,False
419,DPBOM000003391,의장(설치),F6,자체 진행,D8,2023-02-15,2023-02-09,-6,False
420,DPBOM000006694,의장(설치),F6,자체 진행,D8,2022-07-16,2022-07-14,-2,False
421,DPBOM000003392,목의,F6,자체 진행,D8,2023-12-24,2023-12-07,-17,False
422,DPBOM000003398,의장(설치),F5,자체 진행,D7,2022-09-11,2022-09-02,-9,False
423,DPBOM000006697,의장(설치),F5,자체 진행,D7,2022-12-05,2022-11-23,-12,False
424,DPBOM000003400,의장(설치),F5,자체 진행,D7,2024-06-04,2024-06-02,-2,False
425,DPBOM000006699,의장(설치),F5,자체 진행,D7,2024-07-09,2024-06-15,-24,False
426,DPBOM000003401,철의장,F5,자체 진행,D7,2024-01-10,2024-01-08,-2,False
427,DPBOM000006701,의장(설치),F5,자체 진행,D7,2022-06-20,2022-06-01,-19,False
428,DPBOM000006702,철의장,F5,자체 진행,D7,2022-03-17,2022-03-09,-8,False
429,DPBOM000003404,의장(설치),F9,D1,D8,2023-03-07,2023-02-06,-29,False
430,DPBOM000003405,제작,F9,D1,D8,2023-06-24,2023-06-07,-17,False
431,DPBOM000003406,Supp 제작,F9,D1,D8,2023-10-03,2023-09-16,-17,False
432,DPBOM000003407,철의장,F9,D1,D8,2023-07-09,2023-06-19,-20,False
433,DPBOM000003409,의장(설치),F6,자체 진행,D8,2023-03-20,2023-02-27,-21,False
434,DPBOM000003410,의장(설치),F6,자체 진행,D8,2023-06-06,2023-05-13,-24,False
435,DPBOM000003411,의장(설치),F6,자체 진행,D8,2023-12-01,2023-11-21,-10,False
436,DPBOM000003412,철의장,F6,자체 진행,D8,2023-08-13,2023-08-01,-12,False
437,DPBOM000003413,철의장,F6,자체 진행,D8,2022-11-28,2022-11-13,-15,False
438,DPBOM000003415,의장(설치),F6,자체 진행,D8,2022-12-08,2022-11-19,-19,False
439,DPBOM000003416,의장(설치),F6,자체 진행,D8,2024-04-11,2024-03-19,-23,False
440,DPBOM000003417,의장(설치),F6,자체 진행,D8,2024-02-23,2024-02-11,-12,False
441,DPBOM000003418,의장(설치),F9,D1,D8,2024-03-18,2024-02-20,-27,False
442,DPBOM000003419,철의장,F9,D1,D8,2022-02-18,2022-02-04,-14,False
443,DPBOM000003421,의장(설치),F6,자체 진행,D8,2024-01-17,2024-01-08,-9,False
444,DPBOM000003423,의장(설치),F6,자체 진행,D8,2023-10-22,2023-09-24,-28,False
445,DPBOM000006719,의장(설치),F6,자체 진행,D8,2021-12-07,2021-11-11,-26,False
446,DPBOM000006720,목의,F6,자체 진행,D8,2024-07-14,2024-06-15,-29,False
447,DPBOM000003425,의장(설치),F6,자체 진행,D8,2023-08-21,2023-08-03,-18,False
448,DPBOM000003426,의장(설치),F6,자체 진행,D8,2021-09-03,2021-08-21,-13,False
449,DPBOM000003430,의장(설치),F6,자체 진행,D8,2023-03-12,2023-02-13,-27,False
450,DPBOM000003432,의장(설치),F6,자체 진행,D8,2021-12-29,2021-12-12,-17,False
451,DPBOM000006725,의장(설치),F6,자체 진행,D8,2024-05-23,2024-05-17,-6,False
452,DPBOM000006726,의장(설치),F6,자체 진행,D8,2022-09-20,2022-08-25,-26,False
453,DPBOM000006727,의장(설치),F6,자체 진행,D8,2024-06-16,2024-05-20,-27,False
454,DPBOM000006728,의장(설치),F6,자체 진행,D8,2023-08-03,2023-07-14,-20,False
455,DPBOM000006729,목의,F6,자체 진행,D8,2024-08-18,2024-07-28,-21,False
456,DPBOM000003434,의장(설치),F5,자체 진행,D7,2021-11-16,2021-10-28,-19,False
457,DPBOM000006731,의장(설치),F5,자체 진행,D7,2024-01-19,2024-01-11,-8,False
458,DPBOM000003436,의장(설치),F5,자체 진행,D7,2022-04-12,2022-03-31,-12,False
459,DPBOM000006733,의장(설치),F5,자체 진행,D7,2023-02-16,2023-02-02,-14,False
460,DPBOM000003437,철의장,F5,자체 진행,D7,2024-07-18,2024-06-25,-23,False
461,DPBOM000006735,의장(설치),F5,자체 진행,D7,2021-09-20,2021-09-07,-13,False
462,DPBOM000006736,철의장,F5,자체 진행,D7,2024-05-19,2024-05-10,-9,False
463,DPBOM000003439,의장(설치),F9,D1,D8,2021-09-04,2021-08-28,-7,False
464,DPBOM000003440,제작,F9,D1,D8,2022-08-13,2022-09-19,37,True
465,DPBOM000003441,Supp 제작,F9,D1,D8,2024-02-28,2024-02-26,-2,False
466,DPBOM000003442,철의장,F9,D1,D8,2022-07-25,2022-07-06,-19,False
467,DPBOM000003444,의장(설치),F6,자체 진행,D8,2022-10-09,2022-10-02,-7,False
468,DPBOM000003445,의장(설치),F6,자체 진행,D8,2023-03-06,2023-02-28,-6,False
469,DPBOM000003446,의장(설치),F6,자체 진행,D8,2023-08-11,2023-07-13,-29,False
470,DPBOM000003447,철의장,F6,자체 진행,D8,2024-07-18,2024-06-21,-27,False
471,DPBOM000003448,철의장,F6,자체 진행,D8,2024-04-13,2024-04-11,-2,False
472,DPBOM000003450,의장(설치),F6,자체 진행,D8,2024-01-15,2024-01-10,-5,False
