날짜,공정명,세부공정명,Vessel ID,계획 진도율(%),실제 진도율(%),작업인원(명),가동시간(시간),비가동시간(시간),특이사항
2024-08-13,자재 준비 및 가공,강판 절단,FPSO-240998,91.0,100.0,6,11,3,없음
2024-08-20,조립,소조립,FPSO-240998,50.0,50.0,17,9,4,없음
2024-08-22,조립,소조립,FPSO-240998,50.0,85.0,32,3,3,없음
2024-08-23,조립,소조립,FPSO-240998,85.0,100.0,27,21,4,없음
2024-08-25,조립,중조립,FPSO-240998,30.0,19.0,20,4,4,없음
2024-08-30,조립,중조립,FPSO-240998,30.0,94.0,37,9,3,없음
2024-08-06,설계,기본 설계,FPSO-240999,50.0,50.0,5,7,3,없음
2024-08-10,설계,기본 설계,FPSO-240999,50.0,85.0,40,23,1,없음
2024-08-14,설계,기본 설계,FPSO-240999,85.0,100.0,12,10,2,설계 변경으로 인한 일부 작업 지연
2024-08-25,설계,상세 설계,FPSO-240999,75.0,64.0,48,1,2,없음
2024-08-29,설계,상세 설계,FPSO-240999,75.0,99.0,49,16,4,없음
2024-08-31,설계,상세 설계,FPSO-240999,99.0,100.0,17,17,0,없음
2024-08-01,설계,기본 설계,LNGC-240900,90.0,79.0,49,18,0,없음
2024-08-02,설계,기본 설계,LNGC-240900,90.0,94.0,46,3,2,없음
2024-08-03,설계,기본 설계,LNGC-240900,94.0,100.0,19,13,2,없음
2024-08-05,설계,상세 설계,LNGC-240900,80.0,66.0,17,16,4,없음
2024-08-07,설계,상세 설계,LNGC-240900,80.0,91.0,44,9,0,없음
2024-08-09,설계,상세 설계,LNGC-240900,91.0,96.0,36,17,3,없음
2024-08-11,설계,상세 설계,LNGC-240900,96.0,100.0,21,15,0,설계 변경으로 인한 일부 작업 지연
2024-08-18,자재 준비 및 가공,가공,LNGC-240900,35.0,35.0,33,4,1,없음
2024-08-22,자재 준비 및 가공,가공,LNGC-240900,35.0,100.0,45,17,1,없음
2024-08-12,자재 준비 및 가공,강판 절단,LNGC-240900,20.0,20.0,15,18,2,없음
2024-08-13,자재 준비 및 가공,강판 절단,LNGC-240900,20.0,100.0,8,13,4,없음
2024-08-27,조립,소조립,LNGC-240900,20.0,14.0,22,10,1,없음
2024-08-30,조립,소조립,LNGC-240900,20.0,89.0,46,21,1,없음
2024-08-01,설계,기본 설계,LNGC-240901,0.0,0.0,30,21,4,규제 기관의 검토 및 승인 지연
2024-08-05,설계,기본 설계,LNGC-240901,0.0,55.0,46,19,4,없음
2024-08-06,설계,기본 설계,LNGC-240901,55.0,100.0,33,16,1,없음
2024-08-09,설계,상세 설계,LNGC-240901,60.0,60.0,48,2,4,없음
2024-08-16,설계,상세 설계,LNGC-240901,60.0,90.0,10,21,3,없음
2024-08-17,설계,상세 설계,LNGC-240901,90.0,100.0,41,7,4,없음
2024-08-19,자재 준비 및 가공,강판 절단,LNGC-240901,70.0,70.0,36,14,2,없음
2024-08-24,자재 준비 및 가공,강판 절단,LNGC-240901,70.0,75.0,49,19,4,없음
2024-08-07,설계,기본 설계,LNGC-240902,35.0,35.0,18,14,2,없음
2024-08-09,설계,기본 설계,LNGC-240902,35.0,100.0,43,18,2,없음
2024-08-12,설계,상세 설계,LNGC-240902,50.0,50.0,28,2,3,없음
2024-08-13,설계,상세 설계,LNGC-240902,50.0,100.0,32,10,4,없음
2024-08-20,자재 준비 및 가공,강판 절단,LNGC-240902,10.0,0.0,14,12,1,없음
2024-08-27,자재 준비 및 가공,강판 절단,LNGC-240902,10.0,80.0,12,17,0,없음
2024-08-29,자재 준비 및 가공,강판 절단,LNGC-240902,80.0,100.0,43,22,2,없음
2024-08-01,설계,기본 설계,LNGC-240903,10.0,0.0,22,18,4,설계 변경으로 인한 일부 작업 지연
2024-08-06,설계,기본 설계,LNGC-240903,10.0,50.0,49,23,4,없음
2024-08-07,설계,기본 설계,LNGC-240903,50.0,75.0,36,10,1,없음
2024-08-09,설계,기본 설계,LNGC-240903,75.0,100.0,7,10,2,없음
2024-08-10,설계,상세 설계,LNGC-240903,15.0,10.0,45,19,4,없음
2024-08-11,설계,상세 설계,LNGC-240903,15.0,100.0,26,16,2,없음
2024-08-19,자재 준비 및 가공,가공,LNGC-240903,5.0,0.0,14,14,1,없음
2024-08-20,자재 준비 및 가공,가공,LNGC-240903,5.0,95.0,38,10,2,없음
2024-08-22,자재 준비 및 가공,가공,LNGC-240903,95.0,100.0,11,23,0,없음
2024-08-12,자재 준비 및 가공,강판 절단,LNGC-240903,45.0,34.0,18,1,1,없음
2024-08-18,자재 준비 및 가공,강판 절단,LNGC-240903,45.0,100.0,9,15,3,없음
2024-08-23,조립,소조립,LNGC-240903,5.0,5.0,46,18,2,없음
2024-08-30,조립,소조립,LNGC-240903,5.0,100.0,30,16,0,"장비 일시 고장, 수리 완료"
2024-08-31,조립,중조립,LNGC-240903,70.0,56.0,16,13,3,없음
2024-08-02,설계,기본 설계,LNGC-240904,55.0,55.0,17,20,3,없음
2024-08-04,설계,기본 설계,LNGC-240904,55.0,60.0,10,12,1,없음
2024-08-13,설계,기본 설계,LNGC-240904,60.0,90.0,32,14,3,없음
2024-08-18,설계,기본 설계,LNGC-240904,90.0,100.0,45,13,1,없음
2024-08-21,설계,상세 설계,LNGC-240904,90.0,77.0,29,14,4,없음
2024-08-22,설계,상세 설계,LNGC-240904,90.0,100.0,16,13,1,없음
2024-08-26,자재 준비 및 가공,강판 절단,LNGC-240904,55.0,42.0,47,16,2,없음
2024-08-28,자재 준비 및 가공,강판 절단,LNGC-240904,55.0,100.0,17,4,1,없음
2024-08-04,설계,기본 설계,LNGC-240905,15.0,15.0,38,4,0,없음
2024-08-07,설계,기본 설계,LNGC-240905,15.0,25.0,18,15,4,없음
2024-08-10,설계,기본 설계,LNGC-240905,25.0,25.0,6,16,2,없음
2024-08-11,설계,기본 설계,LNGC-240905,25.0,70.0,20,13,1,없음
2024-08-16,설계,기본 설계,LNGC-240905,70.0,100.0,25,23,0,없음
2024-08-17,설계,상세 설계,LNGC-240905,40.0,40.0,22,17,3,설계 변경으로 인한 일부 작업 지연
2024-08-19,설계,상세 설계,LNGC-240905,40.0,100.0,32,4,1,규제 기관의 검토 및 승인 지연
2024-08-21,자재 준비 및 가공,가공,LNGC-240905,90.0,90.0,49,4,0,없음
2024-08-24,자재 준비 및 가공,가공,LNGC-240905,90.0,100.0,35,4,3,없음
2024-08-20,자재 준비 및 가공,강판 절단,LNGC-240905,100.0,100.0,24,13,2,없음
2024-08-26,조립,소조립,LNGC-240905,45.0,34.0,32,16,3,없음
2024-08-28,조립,소조립,LNGC-240905,45.0,100.0,43,18,2,없음
2024-08-29,조립,중조립,LNGC-240905,10.0,5.0,12,7,2,없음
2024-08-03,설계,기본 설계,LNGC-240906,45.0,45.0,34,19,4,없음
2024-08-09,설계,기본 설계,LNGC-240906,45.0,70.0,18,7,1,없음
2024-08-10,설계,기본 설계,LNGC-240906,70.0,100.0,5,15,3,설계 변경으로 인한 일부 작업 지연
2024-08-12,설계,상세 설계,LNGC-240906,45.0,34.0,7,7,0,없음
2024-08-14,설계,상세 설계,LNGC-240906,45.0,100.0,37,10,1,없음
2024-08-22,자재 준비 및 가공,가공,LNGC-240906,35.0,35.0,6,14,1,없음
2024-08-25,자재 준비 및 가공,가공,LNGC-240906,35.0,55.0,35,5,3,없음
2024-08-27,자재 준비 및 가공,가공,LNGC-240906,55.0,100.0,17,17,3,자재 품질 문제로 일부 교체 작업
2024-08-20,자재 준비 및 가공,강판 절단,LNGC-240906,65.0,54.0,49,10,0,없음
2024-08-21,자재 준비 및 가공,강판 절단,LNGC-240906,65.0,100.0,31,20,2,없음
2024-08-28,조립,소조립,LNGC-240906,55.0,55.0,49,11,2,없음
2024-08-04,설계,기본 설계,LNGC-240907,75.0,75.0,38,20,3,설계 변경으로 인한 일부 작업 지연
2024-08-06,설계,기본 설계,LNGC-240907,75.0,100.0,33,9,2,없음
2024-08-07,설계,상세 설계,LNGC-240907,40.0,40.0,11,17,4,없음
2024-08-08,설계,상세 설계,LNGC-240907,40.0,100.0,22,3,0,없음
2024-08-17,자재 준비 및 가공,가공,LNGC-240907,65.0,65.0,45,6,3,없음
2024-08-20,자재 준비 및 가공,가공,LNGC-240907,65.0,85.0,30,4,1,없음
2024-08-22,자재 준비 및 가공,가공,LNGC-240907,85.0,100.0,25,7,0,없음
2024-08-09,자재 준비 및 가공,강판 절단,LNGC-240907,30.0,18.0,44,16,0,없음
2024-08-10,자재 준비 및 가공,강판 절단,LNGC-240907,30.0,73.0,47,6,2,없음
2024-08-13,자재 준비 및 가공,강판 절단,LNGC-240907,73.0,98.0,16,19,3,없음
2024-08-14,자재 준비 및 가공,강판 절단,LNGC-240907,98.0,100.0,20,4,1,없음
2024-08-23,조립,소조립,LNGC-240907,80.0,80.0,32,3,3,없음
2024-08-26,조립,소조립,LNGC-240907,80.0,100.0,29,22,1,없음
2024-08-29,조립,중조립,LNGC-240907,55.0,55.0,29,3,4,없음
2024-08-03,설계,기본 설계,LNGC-240909,100.0,100.0,29,3,3,없음
2024-08-07,설계,상세 설계,LNGC-240909,65.0,65.0,26,11,2,없음
2024-08-16,설계,상세 설계,LNGC-240909,65.0,85.0,31,8,1,없음
2024-08-21,설계,상세 설계,LNGC-240909,85.0,85.0,20,9,0,없음
2024-08-25,설계,상세 설계,LNGC-240909,85.0,100.0,9,10,2,없음
2024-08-05,설계,기본 설계,LNGC-240910,60.0,53.0,35,16,2,없음
2024-08-07,설계,기본 설계,LNGC-240910,60.0,73.0,47,4,1,없음
2024-08-08,설계,기본 설계,LNGC-240910,73.0,100.0,19,9,4,없음
2024-08-10,설계,상세 설계,LNGC-240910,95.0,95.0,39,22,0,없음
2024-08-11,설계,상세 설계,LNGC-240910,95.0,100.0,43,7,4,설계 변경으로 인한 일부 작업 지연
2024-08-25,자재 준비 및 가공,가공,LNGC-240910,35.0,28.0,14,16,2,없음
2024-08-20,자재 준비 및 가공,강판 절단,LNGC-240910,100.0,87.0,29,23,3,없음
2024-08-23,자재 준비 및 가공,강판 절단,LNGC-240910,100.0,100.0,5,22,1,없음
2024-08-03,설계,기본 설계,LNGC-240911,35.0,23.0,23,6,3,없음
2024-08-06,설계,기본 설계,LNGC-240911,35.0,68.0,14,10,3,없음
2024-08-10,설계,기본 설계,LNGC-240911,68.0,100.0,23,21,4,없음
2024-08-12,설계,상세 설계,LNGC-240911,35.0,35.0,45,8,4,설계 변경으로 인한 일부 작업 지연
2024-08-13,설계,상세 설계,LNGC-240911,35.0,55.0,10,2,2,없음
2024-08-14,설계,상세 설계,LNGC-240911,55.0,75.0,35,12,2,규제 기관의 검토 및 승인 지연
2024-08-15,설계,상세 설계,LNGC-240911,75.0,100.0,24,13,3,없음
2024-08-23,자재 준비 및 가공,가공,LNGC-240911,30.0,30.0,35,12,2,없음
2024-08-26,자재 준비 및 가공,가공,LNGC-240911,30.0,100.0,9,11,1,없음
2024-08-17,자재 준비 및 가공,강판 절단,LNGC-240911,5.0,5.0,7,9,2,없음
2024-08-19,자재 준비 및 가공,강판 절단,LNGC-240911,5.0,45.0,24,21,1,없음
2024-08-20,자재 준비 및 가공,강판 절단,LNGC-240911,45.0,80.0,15,1,4,없음
2024-08-22,자재 준비 및 가공,강판 절단,LNGC-240911,80.0,100.0,26,21,2,없음
2024-08-30,조립,소조립,LNGC-240911,10.0,10.0,26,23,2,없음
2024-08-01,설계,기본 설계,LNGC-240912,60.0,60.0,16,10,0,설계 변경으로 인한 일부 작업 지연
2024-08-09,설계,기본 설계,LNGC-240912,60.0,95.0,34,15,2,없음
2024-08-11,설계,기본 설계,LNGC-240912,95.0,100.0,11,1,3,없음
2024-08-12,설계,상세 설계,LNGC-240912,40.0,40.0,6,14,3,없음
2024-08-13,설계,상세 설계,LNGC-240912,40.0,100.0,9,6,2,없음
2024-08-19,자재 준비 및 가공,가공,LNGC-240912,80.0,71.0,18,12,4,없음
2024-08-23,자재 준비 및 가공,가공,LNGC-240912,80.0,76.0,27,4,3,없음
2024-08-16,자재 준비 및 가공,강판 절단,LNGC-240912,85.0,71.0,40,11,4,없음
2024-08-18,자재 준비 및 가공,강판 절단,LNGC-240912,85.0,100.0,6,23,4,없음
2024-08-01,설계,기본 설계,LNGC-240913,5.0,0.0,35,15,0,없음
2024-08-05,설계,기본 설계,LNGC-240913,5.0,65.0,11,16,3,없음
2024-08-10,설계,기본 설계,LNGC-240913,65.0,100.0,41,7,3,없음
2024-08-11,설계,상세 설계,LNGC-240913,95.0,95.0,42,7,1,설계 변경으로 인한 일부 작업 지연
2024-08-16,설계,상세 설계,LNGC-240913,95.0,100.0,31,22,4,없음
2024-08-29,자재 준비 및 가공,강판 절단,LNGC-240913,20.0,14.0,31,21,4,자재 일부 지연 입고
2024-08-31,자재 준비 및 가공,강판 절단,LNGC-240913,20.0,74.0,25,18,4,자재 일부 지연 입고
2024-08-01,설계,기본 설계,LNGC-240914,100.0,92.0,31,21,3,없음
2024-08-06,설계,기본 설계,LNGC-240914,100.0,100.0,11,19,3,없음
2024-08-07,설계,상세 설계,LNGC-240914,60.0,52.0,47,5,2,없음
2024-08-13,설계,상세 설계,LNGC-240914,60.0,100.0,15,18,3,없음
2024-08-24,자재 준비 및 가공,가공,LNGC-240914,15.0,15.0,38,17,0,없음
2024-08-26,자재 준비 및 가공,가공,LNGC-240914,15.0,85.0,25,15,0,없음
2024-08-28,자재 준비 및 가공,가공,LNGC-240914,85.0,100.0,6,2,1,없음
2024-08-16,자재 준비 및 가공,강판 절단,LNGC-240914,50.0,43.0,22,15,2,없음
2024-08-17,자재 준비 및 가공,강판 절단,LNGC-240914,50.0,83.0,44,12,2,자재 일부 지연 입고
2024-08-22,자재 준비 및 가공,강판 절단,LNGC-240914,83.0,100.0,24,21,3,없음
2024-08-29,조립,소조립,LNGC-240914,35.0,35.0,9,12,4,없음
2024-08-01,설계,기본 설계,LNGC-240917,95.0,84.0,15,20,3,없음
2024-08-04,설계,기본 설계,LNGC-240917,95.0,100.0,15,18,3,없음
2024-08-05,설계,상세 설계,LNGC-240917,60.0,53.0,23,23,3,규제 기관의 검토 및 승인 지연
2024-08-21,설계,상세 설계,LNGC-240917,60.0,100.0,48,18,1,규제 기관의 검토 및 승인 지연
2024-08-30,자재 준비 및 가공,가공,LNGC-240917,95.0,95.0,36,9,3,없음
2024-08-23,자재 준비 및 가공,강판 절단,LNGC-240917,20.0,20.0,45,3,3,없음
2024-08-24,자재 준비 및 가공,강판 절단,LNGC-240917,20.0,90.0,37,7,3,없음
2024-08-25,자재 준비 및 가공,강판 절단,LNGC-240917,90.0,100.0,41,4,3,없음
2024-08-03,설계,기본 설계,LNGC-240918,25.0,16.0,6,10,4,규제 기관의 검토 및 승인 지연
2024-08-06,설계,기본 설계,LNGC-240918,25.0,66.0,22,4,1,없음
2024-08-07,설계,기본 설계,LNGC-240918,66.0,100.0,5,23,2,설계 변경으로 인한 일부 작업 지연
2024-08-10,설계,상세 설계,LNGC-240918,15.0,15.0,44,3,4,없음
2024-08-12,설계,상세 설계,LNGC-240918,15.0,95.0,42,8,0,없음
2024-08-14,설계,상세 설계,LNGC-240918,95.0,100.0,19,1,0,없음
2024-08-21,자재 준비 및 가공,가공,LNGC-240918,15.0,2.0,17,14,3,없음
2024-08-24,자재 준비 및 가공,가공,LNGC-240918,15.0,27.0,30,2,4,없음
2024-08-25,자재 준비 및 가공,가공,LNGC-240918,27.0,100.0,5,8,4,없음
2024-08-15,자재 준비 및 가공,강판 절단,LNGC-240918,60.0,60.0,40,1,3,없음
2024-08-16,자재 준비 및 가공,강판 절단,LNGC-240918,60.0,100.0,44,4,3,없음
2024-08-26,조립,소조립,LNGC-240918,25.0,20.0,47,8,3,없음
2024-08-29,조립,소조립,LNGC-240918,25.0,95.0,35,6,4,없음
2024-08-02,설계,기본 설계,LNGC-240919,75.0,75.0,23,17,4,없음
2024-08-10,설계,기본 설계,LNGC-240919,75.0,100.0,49,13,3,없음
2024-08-16,설계,상세 설계,LNGC-240919,5.0,5.0,23,13,4,없음
2024-08-19,설계,상세 설계,LNGC-240919,5.0,95.0,43,4,1,없음
2024-08-21,설계,상세 설계,LNGC-240919,95.0,100.0,20,15,0,없음
2024-08-31,자재 준비 및 가공,가공,LNGC-240919,85.0,85.0,38,8,4,자재 일부 지연 입고
2024-08-25,자재 준비 및 가공,강판 절단,LNGC-240919,90.0,78.0,43,20,3,없음
2024-08-28,자재 준비 및 가공,강판 절단,LNGC-240919,90.0,100.0,21,17,0,없음
2024-08-04,설계,기본 설계,LNGC-240920,50.0,38.0,6,14,0,설계 변경으로 인한 일부 작업 지연
2024-08-05,설계,기본 설계,LNGC-240920,50.0,78.0,40,9,3,없음
2024-08-08,설계,기본 설계,LNGC-240920,78.0,100.0,30,13,4,없음
2024-08-10,설계,상세 설계,LNGC-240920,95.0,95.0,31,20,3,없음
2024-08-12,설계,상세 설계,LNGC-240920,95.0,100.0,28,8,3,없음
2024-08-24,자재 준비 및 가공,가공,LNGC-240920,5.0,0.0,13,13,2,없음
2024-08-26,자재 준비 및 가공,가공,LNGC-240920,5.0,50.0,44,6,1,없음
2024-08-28,자재 준비 및 가공,가공,LNGC-240920,50.0,100.0,11,22,3,없음
2024-08-18,자재 준비 및 가공,강판 절단,LNGC-240920,75.0,62.0,39,20,4,자재 품질 문제로 일부 교체 작업
2024-08-19,자재 준비 및 가공,강판 절단,LNGC-240920,75.0,100.0,19,1,1,없음
2024-08-07,설계,기본 설계,LNGC-240921,90.0,90.0,10,14,3,없음
2024-08-08,설계,기본 설계,LNGC-240921,90.0,100.0,23,21,2,없음
2024-08-10,설계,상세 설계,LNGC-240921,60.0,60.0,22,12,3,없음
2024-08-16,설계,상세 설계,LNGC-240921,60.0,100.0,33,4,1,없음
2024-08-30,자재 준비 및 가공,가공,LNGC-240921,25.0,12.0,23,5,2,없음
2024-08-18,자재 준비 및 가공,강판 절단,LNGC-240921,10.0,10.0,29,17,1,없음
2024-08-22,자재 준비 및 가공,강판 절단,LNGC-240921,10.0,85.0,43,3,3,없음
2024-08-27,자재 준비 및 가공,강판 절단,LNGC-240921,85.0,100.0,23,15,1,없음
2024-08-11,설계,기본 설계,LNGC-240922,90.0,90.0,43,10,1,없음
2024-08-18,설계,기본 설계,LNGC-240922,90.0,100.0,32,8,4,없음
2024-08-22,설계,상세 설계,LNGC-240922,30.0,30.0,17,17,0,없음
2024-08-23,설계,상세 설계,LNGC-240922,30.0,85.0,49,13,4,없음
2024-08-25,설계,상세 설계,LNGC-240922,85.0,100.0,41,4,2,없음
2024-08-27,자재 준비 및 가공,강판 절단,LNGC-240922,85.0,80.0,18,15,0,없음
2024-08-03,설계,기본 설계,LNGC-240923,30.0,18.0,18,3,0,없음
2024-08-07,설계,기본 설계,LNGC-240923,30.0,100.0,39,12,4,없음
2024-08-08,설계,상세 설계,LNGC-240923,0.0,0.0,36,11,2,없음
2024-08-11,설계,상세 설계,LNGC-240923,0.0,55.0,46,3,3,설계 변경으로 인한 일부 작업 지연
2024-08-14,설계,상세 설계,LNGC-240923,55.0,100.0,47,12,2,없음
2024-08-23,자재 준비 및 가공,가공,LNGC-240923,85.0,76.0,25,14,0,자재 품질 문제로 일부 교체 작업
2024-08-28,자재 준비 및 가공,가공,LNGC-240923,85.0,100.0,42,19,2,없음
2024-08-16,자재 준비 및 가공,강판 절단,LNGC-240923,55.0,42.0,46,3,2,없음
2024-08-20,자재 준비 및 가공,강판 절단,LNGC-240923,55.0,92.0,44,6,3,없음
2024-08-21,자재 준비 및 가공,강판 절단,LNGC-240923,92.0,100.0,26,3,3,없음
2024-08-05,설계,기본 설계,LNGC-240924,25.0,25.0,10,9,2,없음
2024-08-06,설계,기본 설계,LNGC-240924,25.0,100.0,27,9,3,규제 기관의 검토 및 승인 지연
2024-08-09,설계,상세 설계,LNGC-240924,35.0,25.0,44,6,1,없음
2024-08-11,설계,상세 설계,LNGC-240924,35.0,35.0,10,23,3,없음
2024-08-12,설계,상세 설계,LNGC-240924,35.0,95.0,33,13,3,없음
2024-08-13,설계,상세 설계,LNGC-240924,95.0,100.0,43,20,4,없음
2024-08-20,자재 준비 및 가공,가공,LNGC-240924,45.0,35.0,11,7,3,없음
2024-08-23,자재 준비 및 가공,가공,LNGC-240924,45.0,65.0,14,16,1,자재 일부 지연 입고
2024-08-24,자재 준비 및 가공,가공,LNGC-240924,65.0,100.0,10,10,2,없음
2024-08-16,자재 준비 및 가공,강판 절단,LNGC-240924,85.0,85.0,11,4,1,없음
2024-08-18,자재 준비 및 가공,강판 절단,LNGC-240924,85.0,100.0,7,3,4,없음
2024-08-26,조립,소조립,LNGC-240924,95.0,81.0,19,5,1,없음
2024-08-28,조립,소조립,LNGC-240924,95.0,100.0,36,20,4,없음
2024-08-01,설계,기본 설계,LNGC-240925,30.0,20.0,25,20,0,없음
2024-08-02,설계,기본 설계,LNGC-240925,30.0,70.0,41,18,2,없음
2024-08-05,설계,기본 설계,LNGC-240925,70.0,90.0,7,5,0,없음
2024-08-08,설계,기본 설계,LNGC-240925,90.0,100.0,35,15,1,없음
2024-08-09,설계,상세 설계,LNGC-240925,50.0,50.0,31,18,1,없음
2024-08-11,설계,상세 설계,LNGC-240925,50.0,75.0,15,11,2,규제 기관의 검토 및 승인 지연
2024-08-14,설계,상세 설계,LNGC-240925,75.0,100.0,25,11,2,없음
2024-08-25,자재 준비 및 가공,가공,LNGC-240925,60.0,53.0,41,5,1,없음
2024-08-15,자재 준비 및 가공,강판 절단,LNGC-240925,25.0,11.0,16,14,2,없음
2024-08-16,자재 준비 및 가공,강판 절단,LNGC-240925,25.0,71.0,28,14,3,없음
2024-08-21,자재 준비 및 가공,강판 절단,LNGC-240925,71.0,100.0,41,16,0,없음
2024-08-01,설계,기본 설계,LNGC-240927,10.0,0.0,15,12,4,없음
2024-08-05,설계,기본 설계,LNGC-240927,10.0,35.0,26,19,4,없음
2024-08-06,설계,기본 설계,LNGC-240927,35.0,85.0,15,13,1,없음
2024-08-12,설계,기본 설계,LNGC-240927,85.0,100.0,41,21,1,없음
2024-08-14,설계,상세 설계,LNGC-240927,55.0,55.0,34,15,2,없음
2024-08-20,설계,상세 설계,LNGC-240927,55.0,100.0,12,22,2,없음
2024-08-31,자재 준비 및 가공,가공,LNGC-240927,10.0,1.0,41,20,4,없음
2024-08-21,자재 준비 및 가공,강판 절단,LNGC-240927,10.0,4.0,18,16,0,없음
2024-08-23,자재 준비 및 가공,강판 절단,LNGC-240927,10.0,69.0,9,4,0,없음
2024-08-27,자재 준비 및 가공,강판 절단,LNGC-240927,69.0,74.0,14,3,4,없음
2024-08-28,자재 준비 및 가공,강판 절단,LNGC-240927,74.0,100.0,13,22,0,없음
2024-08-03,설계,기본 설계,LNGC-240928,85.0,85.0,23,23,4,규제 기관의 검토 및 승인 지연
2024-08-05,설계,기본 설계,LNGC-240928,85.0,100.0,8,16,3,없음
2024-08-11,설계,상세 설계,LNGC-240928,70.0,60.0,17,7,0,없음
2024-08-14,설계,상세 설계,LNGC-240928,70.0,100.0,29,22,0,없음
2024-08-20,자재 준비 및 가공,강판 절단,LNGC-240928,35.0,35.0,42,22,1,없음
2024-08-26,자재 준비 및 가공,강판 절단,LNGC-240928,35.0,75.0,19,12,2,없음
2024-08-08,설계,기본 설계,LNGC-240929,70.0,56.0,11,1,4,없음
2024-08-13,설계,기본 설계,LNGC-240929,70.0,91.0,26,2,3,없음
2024-08-15,설계,기본 설계,LNGC-240929,91.0,100.0,47,2,0,없음
2024-08-19,설계,상세 설계,LNGC-240929,0.0,0.0,41,12,0,없음
2024-08-24,설계,상세 설계,LNGC-240929,0.0,75.0,44,19,3,없음
2024-08-28,설계,상세 설계,LNGC-240929,75.0,100.0,30,13,0,없음
2024-08-29,자재 준비 및 가공,강판 절단,LNGC-240929,0.0,0.0,47,4,0,없음
2024-08-30,자재 준비 및 가공,강판 절단,LNGC-240929,0.0,80.0,36,11,0,없음
2024-08-01,설계,기본 설계,LNGC-240931,35.0,35.0,32,16,0,없음
2024-08-07,설계,기본 설계,LNGC-240931,35.0,90.0,16,6,2,없음
2024-08-16,설계,기본 설계,LNGC-240931,90.0,100.0,20,13,0,규제 기관의 검토 및 승인 지연
2024-08-18,설계,상세 설계,LNGC-240931,80.0,80.0,7,16,3,없음
2024-08-25,설계,상세 설계,LNGC-240931,80.0,100.0,41,13,2,없음
2024-08-31,자재 준비 및 가공,강판 절단,LNGC-240931,100.0,100.0,33,17,2,없음
2024-08-05,설계,기본 설계,LNGC-240932,25.0,25.0,21,10,1,없음
2024-08-06,설계,기본 설계,LNGC-240932,25.0,95.0,19,4,4,없음
2024-08-08,설계,기본 설계,LNGC-240932,95.0,100.0,47,9,1,없음
2024-08-11,설계,상세 설계,LNGC-240932,60.0,55.0,27,15,3,없음
2024-08-12,설계,상세 설계,LNGC-240932,60.0,100.0,38,8,2,없음
2024-08-23,자재 준비 및 가공,강판 절단,LNGC-240932,10.0,5.0,15,16,1,없음
2024-08-27,자재 준비 및 가공,강판 절단,LNGC-240932,10.0,95.0,40,13,2,자재 품질 문제로 일부 교체 작업
2024-08-28,자재 준비 및 가공,강판 절단,LNGC-240932,95.0,100.0,46,17,0,없음
2024-08-01,설계,기본 설계,LNGC-240933,55.0,49.0,33,7,0,없음
2024-08-08,설계,기본 설계,LNGC-240933,55.0,49.0,9,16,1,없음
2024-08-19,설계,기본 설계,LNGC-240933,55.0,100.0,31,15,1,없음
2024-08-20,설계,상세 설계,LNGC-240933,60.0,60.0,46,23,3,없음
2024-08-21,설계,상세 설계,LNGC-240933,60.0,100.0,23,4,0,없음
2024-08-30,자재 준비 및 가공,가공,LNGC-240933,95.0,85.0,13,23,4,없음
2024-08-31,자재 준비 및 가공,가공,LNGC-240933,95.0,100.0,24,7,3,없음
2024-08-22,자재 준비 및 가공,강판 절단,LNGC-240933,30.0,21.0,27,21,2,없음
2024-08-24,자재 준비 및 가공,강판 절단,LNGC-240933,30.0,21.0,48,16,4,자재 일부 지연 입고
2024-08-26,자재 준비 및 가공,강판 절단,LNGC-240933,30.0,76.0,29,10,1,없음
2024-08-29,자재 준비 및 가공,강판 절단,LNGC-240933,76.0,100.0,17,10,0,없음
2024-08-04,설계,기본 설계,LNGC-240934,70.0,70.0,11,14,0,없음
2024-08-06,설계,기본 설계,LNGC-240934,70.0,100.0,42,3,1,없음
2024-08-08,설계,상세 설계,LNGC-240934,95.0,95.0,36,8,2,설계 변경으로 인한 일부 작업 지연
2024-08-09,설계,상세 설계,LNGC-240934,95.0,100.0,12,2,0,없음
2024-08-13,자재 준비 및 가공,가공,LNGC-240934,45.0,45.0,12,6,0,없음
2024-08-14,자재 준비 및 가공,가공,LNGC-240934,45.0,80.0,24,7,2,없음
2024-08-16,자재 준비 및 가공,가공,LNGC-240934,80.0,100.0,31,12,0,없음
2024-08-11,자재 준비 및 가공,강판 절단,LNGC-240934,90.0,90.0,17,14,4,없음
2024-08-12,자재 준비 및 가공,강판 절단,LNGC-240934,90.0,100.0,27,5,1,없음
2024-08-21,조립,소조립,LNGC-240934,15.0,2.0,26,10,4,없음
2024-08-22,조립,소조립,LNGC-240934,15.0,42.0,21,9,0,없음
2024-08-25,조립,소조립,LNGC-240934,42.0,82.0,25,7,2,없음
2024-08-26,조립,소조립,LNGC-240934,82.0,100.0,15,4,2,없음
2024-08-28,조립,중조립,LNGC-240934,15.0,10.0,22,12,2,없음
2024-08-09,설계,기본 설계,LNGC-240935,55.0,48.0,33,12,3,없음
2024-08-14,설계,기본 설계,LNGC-240935,55.0,93.0,22,22,2,없음
2024-08-16,설계,기본 설계,LNGC-240935,93.0,100.0,35,2,2,없음
2024-08-20,설계,상세 설계,LNGC-240935,45.0,45.0,26,23,3,없음
